@relation strike-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-weka.filters.unsupervised.attribute.Normalize

@attribute country=1 numeric
@attribute country=2 numeric
@attribute country=3 numeric
@attribute country=4 numeric
@attribute country=5 numeric
@attribute country=6 numeric
@attribute country=7 numeric
@attribute country=8 numeric
@attribute country=9 numeric
@attribute country=10 numeric
@attribute country=11 numeric
@attribute country=12 numeric
@attribute country=13 numeric
@attribute country=14 numeric
@attribute country=15 numeric
@attribute country=16 numeric
@attribute country=17 numeric
@attribute country=18 numeric
@attribute year numeric
@attribute unemployment numeric
@attribute inflation numeric
@attribute representation numeric
@attribute centralization numeric
@attribute volume numeric

@data
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.117647,0.1875,0.563368,1,0.000429
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529412,0.105882,0.197368,0.563368,1,0.001143
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558824,0.088235,0.240132,0.58038,1,0.001571
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588235,0.070588,0.25,0.58038,1,0.000286
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,0.064706,0.305921,0.60448,1,0.000857
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647059,0.058824,0.342105,0.60448,1,0.008714
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676471,0.064706,0.407895,0.60448,1,0.000429
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705882,0.1,0.375,0.60448,1,0.000286
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735294,0.1,0.335526,0.60448,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764706,0.094118,0.276316,0.60448,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794118,0.105882,0.213816,0.60448,1,0.000571
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823529,0.1,0.217105,0.620074,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852941,0.094118,0.302632,0.620074,1,0.000857
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882353,0.123529,0.319079,0.620074,1,0.000143
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911765,0.182353,0.273026,0.620074,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941176,0.223529,0.203947,0.581798,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970588,0.229412,0.282895,0.581798,1,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.241176,0.200658,0.581798,1,0.001143
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264706,0.411184,0.445705,0.75,0.034571
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029412,0.305882,0.125,0.445705,0.75,0.050857
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058824,0.323529,0.085526,0.445705,0.75,0.024286
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088235,0.305882,0.138158,0.486816,0.75,0.026
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647,0.235294,0.078947,0.486816,0.75,0.057571
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147059,0.170588,0.1875,0.486816,0.75,0.053143
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176471,0.141176,0.200658,0.486816,0.75,0.207571
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205882,0.2,0.138158,0.459881,0.75,0.016286
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294,0.241176,0.134868,0.459881,0.75,0.054714
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264706,0.2,0.105263,0.459881,0.75,0.018429
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294118,0.158824,0.128289,0.479728,0.75,0.005
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323529,0.123529,0.141447,0.479728,0.75,0.014286
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352941,0.1,0.167763,0.479728,0.75,0.012857
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382353,0.088235,0.233553,0.479728,0.75,0.022429
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411765,0.1,0.230263,0.352141,0.75,0.003571
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441176,0.105882,0.233553,0.352141,0.75,0.027
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470588,0.147059,0.190789,0.352141,0.75,0.009143
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.170588,0.184211,0.312447,0.75,0.018429
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529412,0.135294,0.220395,0.312447,0.75,0.008
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558824,0.111765,0.223684,0.312447,0.75,0.069
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588235,0.105882,0.236842,0.312447,0.75,0.058571
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,0.135294,0.276316,0.325206,0.75,0.016714
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647059,0.135294,0.325658,0.325206,0.75,0.040286
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676471,0.141176,0.513158,0.305359,0.75,0.026286
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705882,0.258824,0.516447,0.305359,0.75,0.028
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735294,0.341176,0.398026,0.305359,0.75,0.041571
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764706,0.388235,0.328947,0.312447,0.75,0.030857
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794118,0.417647,0.243421,0.312447,0.75,0.046429
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823529,0.429412,0.243421,0.299688,0.75,0.028143
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852941,0.452941,0.315789,0.299688,0.75,0.009857
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141176,0.4375,1,0,0.034571
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029412,0.170588,0.177632,1,0,0.845429
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058824,0.170588,0.065789,0.926283,0,0.047857
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088235,0.264706,0.115132,0.926283,0,0.053143
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647,0.252941,0.101974,0.926283,0,0.064857
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147059,0.194118,0.141447,0.926283,0,0.040571
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176471,0.264706,0.200658,0.578962,0,0.046429
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205882,0.405882,0.180921,0.189113,0,0.088286
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294,0.347059,0.131579,0.189113,0,0.067143
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264706,0.405882,0.138158,0.189113,0,0.021857
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294118,0.417647,0.125,0.189113,0,0.004
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323529,0.317647,0.134868,0.520839,0,0.039857
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352941,0.3,0.154605,0.665438,0,0.025
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382353,0.252941,0.154605,0.665438,0,0.041286
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411765,0.211765,0.177632,0.696626,0,0.058286
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441176,0.194118,0.217105,0.696626,0,0.121286
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470588,0.223529,0.213816,0.696626,0,0.087429
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.258824,0.230263,0.834137,0,0.108857
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529412,0.258824,0.243421,0.834137,0,0.160714
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558824,0.329412,0.207237,0.834137,0,0.133429
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588235,0.358824,0.1875,0.834137,0,0.057
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,0.364706,0.253289,0.635668,0,0.148714
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647059,0.323529,0.345395,0.635668,0,0.104571
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676471,0.311765,0.453947,0.720726,0,0.160143
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705882,0.405882,0.450658,0.720726,0,0.186143
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735294,0.417647,0.342105,0.720726,0,0.194143
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764706,0.470588,0.358553,0.720726,0,0.054429
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794118,0.488235,0.388158,0.720726,0,0.118
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823529,0.435294,0.394737,0.587468,0,0.120143
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852941,0.435294,0.430921,0.783102,0,0.132857
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882353,0.441176,0.506579,0.783102,0,0.127714
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911765,0.641176,0.450658,0.783102,0,0.086429
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941176,0.694118,0.286184,0.783102,0,0.066
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970588,0.658824,0.236842,0.235895,0,0.056143
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.611765,0.226974,0.235895,0,0.045
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570588,0.440789,0.516586,0.5,0.000429
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029412,0.735294,0.220395,0.516586,0.5,0.000429
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058824,0.541176,0.125,0.530763,0.5,0.000286
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.088235,0.529412,0.095395,0.549192,0.5,0.002429
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117647,0.570588,0.276316,0.549192,0.5,0.001
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147059,0.652941,0.292763,0.549192,0.5,0.112714
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176471,0.582353,0.184211,0.499575,0.5,0.000714
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205882,0.541176,0.118421,0.499575,0.5,0.000857
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.235294,0.347059,0.151316,0.499575,0.5,0.001714
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264706,0.247059,0.138158,0.499575,0.5,0.005857
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.294118,0.194118,0.210526,0.588886,0.5,0.212286
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.323529,0.105882,0.338816,0.588886,0.5,0.001286
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352941,0.117647,0.296053,0.588886,0.5,0.002143
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.382353,0.082353,0.197368,0.588886,0.5,0.001571
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411765,0.070588,0.276316,0.58038,0.5,0.020429
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441176,0.082353,0.328947,0.605897,0.5,0.001286
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470588,0.070588,0.365132,0.605897,0.5,0.000857
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.070588,0.358553,0.508081,0.5,0.002714
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529412,0.064706,0.210526,0.508081,0.5,0.004429
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.558824,0.041176,0.309211,0.508081,0.5,0.008
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.588235,0.064706,0.289474,0.508081,0.5,0.001571
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,0.052941,0.3125,0.588886,0.5,0.001571
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.647059,0.052941,0.401316,0.588886,0.5,0.285857
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676471,0.205882,0.598684,0.39467,0.5,0.013429
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.705882,0.288235,0.411184,0.475475,0.5,0.007429
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.735294,0.370588,0.391447,0.475475,0.5,0.015286
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.764706,0.429412,0.460526,0.564786,0.5,0.016429
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794118,0.488235,0.424342,0.564786,0.5,0.009143
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.823529,0.352941,0.411184,0.564786,0.5,0.012
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852941,0.382353,0.5,0.573292,0.5,0.012857
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.882353,0.605882,0.480263,0.573292,0.5,0.045571
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911765,0.647059,0.427632,0.564786,0.5,0.006429
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941176,0.670588,0.322368,0.564786,0.5,0.005429
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970588,0.5,0.302632,0.549192,0.5,0.008857
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.429412,0.25,0.549192,0.5,0.150857
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005882,0.631579,0.259994,0.75,0.041143
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.029412,0.005882,0.128289,0.259994,0.75,0.006714
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.058824,0.017647,0.161184,0.259994,0.75,0.007714
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.088235,0.005882,0.095395,0.267083,0.75,0.013714
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.117647,0.005882,0,0.267083,0.75,0.040143
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.147059,0.005882,0.457237,0.267083,0.75,0.795429
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.176471,0.017647,0.467105,0.267083,0.75,0.024857
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.205882,0.023529,0.3125,0.267083,0.75,0.005
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.235294,0.135294,0.144737,0.245818,0.75,0.046143
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.264706,0.088235,0.200658,0.245818,0.75,0.010143
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.294118,0.070588,0.154605,0.245818,0.75,0.004286
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.323529,0.076471,0.243421,0.167848,0.75,0.003286
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.352941,0.088235,0.256579,0.167848,0.75,0.137286
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.382353,0.088235,0.4375,0.167848,0.75,0.005571
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.411765,0.082353,0.253289,0.167848,0.75,0.001571
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.441176,0.088235,0.223684,0.323788,0.75,0.011429
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.470588,0.170588,0.279605,0.323788,0.75,0.030143
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.223529,0.398026,0.323788,0.75,0.026571
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.529412,0.164706,0.167763,0.323788,0.75,0.014857
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.558824,0.111765,0.184211,0.252906,0.75,0.014286
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.588235,0.129412,0.309211,0.252906,0.75,0.020429
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.617647,0.147059,0.328947,0.274171,0.75,0.233143
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.647059,0.135294,0.457237,0.274171,0.75,0.038857
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.676471,0.1,0.644737,0.274171,0.75,0.034143
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.705882,0.129412,0.680921,0.274171,0.75,0.022143
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.735294,0.223529,0.569079,0.267083,0.75,0.097714
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.764706,0.341176,0.513158,0.267083,0.75,0.187143
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.794118,0.423529,0.351974,0.267083,0.75,0.010429
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.823529,0.347059,0.342105,0.252906,0.75,0.018714
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.852941,0.270588,0.476974,0.252906,0.75,0.119429
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.882353,0.3,0.490132,0.252906,0.75,0.048143
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.911765,0.341176,0.411184,0.252906,0.75,0.015
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.941176,0.358824,0.371711,0.288347,0.75,0.051571
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.970588,0.288235,0.328947,0.288347,0.75,0.107714
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.282353,0.289474,0.288347,0.75,0.012
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.035294,0.677632,0.583215,0,0.042714
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.029412,0.041176,0.490132,0.583215,0,0.020857
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.058824,0.052941,0.032895,0.583215,0,0.115286
