@relation cpu-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Normalize-weka.filters.unsupervised.attribute.Normalize

@attribute vendor=adviser numeric
@attribute vendor=amdahl numeric
@attribute vendor=apollo numeric
@attribute vendor=basf numeric
@attribute vendor=bti numeric
@attribute vendor=burroughs numeric
@attribute vendor=c.r.d numeric
@attribute vendor=cdc numeric
@attribute vendor=cambex numeric
@attribute vendor=dec numeric
@attribute vendor=dg numeric
@attribute vendor=formation numeric
@attribute vendor=four-phase numeric
@attribute vendor=gould numeric
@attribute vendor=hp numeric
@attribute vendor=harris numeric
@attribute vendor=honeywell numeric
@attribute vendor=ibm numeric
@attribute vendor=ipl numeric
@attribute vendor=magnuson numeric
@attribute vendor=microdata numeric
@attribute vendor=nas numeric
@attribute vendor=ncr numeric
@attribute vendor=nixdorf numeric
@attribute vendor=perkin-elmer numeric
@attribute vendor=prime numeric
@attribute vendor=siemens numeric
@attribute vendor=sperry numeric
@attribute vendor=sratus numeric
@attribute vendor=wang numeric
@attribute MYCT numeric
@attribute MMIN numeric
@attribute MMAX numeric
@attribute CACH numeric
@attribute CHMIN numeric
@attribute CHMAX numeric
@attribute class numeric

@data
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204316,0.006012,0.045921,0.015625,0.019231,0.017045,0.005724
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204316,0.014028,0.077202,0.015625,0.019231,0.028409,0.01063
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204316,0.006012,0.077202,0.015625,0.019231,0.034091,0.009812
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005394,0.039016,0.039977,0.511719,0.230769,0.136364,0.071137
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005394,0.039016,0.039977,0.511719,0.230769,0.136364,0.071137
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.080035,0.162913,0.117188,0.230769,0.136364,0.048242
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.080035,0.162913,0.117188,0.230769,0.136364,0.048242
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026298,0.162074,0.326983,0.117188,0.230769,0.136364,0.100572
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031693,0.162074,0.326983,0.117188,0.230769,0.136364,0.098937
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.013652,0.03028,0.03125,0.019231,0.022727,0.006541
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.029309,0.061562,0.03125,0.019231,0.028409,0.011447
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.060621,0.124124,0.03125,0.019231,0.028409,0.023712
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.029309,0.061562,0.03125,0.057692,0.028409,0.012265
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.029309,0.124124,0.03125,0.057692,0.028409,0.021259
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.060621,0.249249,0.03125,0.057692,0.028409,0.048242
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.060621,0.249249,0.03125,0.057692,0.034091,0.048242
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.060621,0.249249,0.03125,0.057692,0.034091,0.048242
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07822,0.029309,0.186687,0.035156,0.057692,0.068182,0.031889
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07822,0.029309,0.124124,0.035156,0.057692,0.068182,0.021259
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534727,0.014028,0.007007,0.03125,0.019231,0.005682,0.002453
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534727,0.029309,0.077202,0,0.019231,0.005682,0.01063
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204316,0.014028,0.124124,0.015625,0.019231,0.028409,0.017171
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123399,0.014028,0.124124,0.03125,0.019231,0.045455,0.018806
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460553,0.01002,0.124124,0,0.019231,0.005682,0.015536
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.460553,0.006012,0.03028,0,0.019231,0.005682,0.003271
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08294,0.029309,0.249249,0.0625,0.019231,0.017045,0.046607
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123399,0.029309,0.124124,0,0.019231,0.011364,0.017171
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062711,0.029309,0.061562,0.0625,0.019231,0.011364,0.012265
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062711,0.029309,0.186687,0.0625,0.019231,0.011364,0.033524
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136885,0.029309,0.124124,0.0625,0.019231,0.011364,0.022077
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527984,0.006012,0.124124,0,0.019231,0.022727,0.015536
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527984,0.006012,0.124124,0,0.019231,0.022727,0.015536
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527984,0.006012,0.124124,0,0.019231,0.022727,0.015536
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527984,0.006012,0.124124,0,0.019231,0.022727,0.015536
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.527984,0.006012,0.124124,0,0.019231,0.022727,0.015536
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.072825,0.014028,0.01464,0,0.153846,0.113636,0.003271
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03911,0.060621,0.124124,0.25,0.019231,0.215909,0.04906
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03911,0.060621,0.249249,0.25,0.019231,0.215909,0.080131
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03911,0.060621,0.249249,0.5,0.019231,0.215909,0.116108
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049225,0.006012,0.01464,0,0.057692,0.056818,0.002453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059339,0.006012,0.03028,0,0.057692,0.056818,0.004088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059339,0.029309,0.061562,0,0.057692,0.136364,0.01063
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059339,0.060621,0.061562,0.03125,0.057692,0.107955,0.014718
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03911,0.060621,0.124124,0.03125,0.057692,0.136364,0.026165
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03911,0.091934,0.124124,0.03125,0.057692,0.272727,0.031889
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106541,0.006012,0.03028,0,0.057692,0.136364,0.004088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190829,0.022044,0.045921,0,0.115385,0.136364,0.006541
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190829,0.022044,0.045921,0.023438,0.115385,0.136364,0.008177
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190829,0.022044,0.186687,0.023438,0.115385,0.136364,0.030253
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190829,0.022044,0.069382,0,0.019231,0.136364,0.009812
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190829,0.01002,0.186687,0.023438,0.019231,0.136364,0.028618
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190829,0.004008,0.011011,0.023438,0.115385,0.136364,0.002453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109912,0.022044,0.186687,0.023438,0.019231,0.176136,0.031071
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211059,0.029309,0.045921,0,0.038462,0.022727,0.006541
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190829,0.029309,0.061562,0.03125,0.057692,0.363636,0.012265
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190829,0.029309,0.249249,0.03125,0.038462,0.636364,0.047424
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211059,0.029309,0.03028,0,0.019231,0.011364,0.004088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211059,0.029309,0.061562,0,0.057692,0.034091,0.008177
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08294,0.060621,0.061562,0,0.057692,0.034091,0.01063
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08294,0.060621,0.061562,0,0.076923,0.045455,0.011447
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08294,0.060621,0.061562,0.03125,0.019231,0.113636,0.0139
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08294,0.060621,0.499499,0.125,0.019231,0.113636,0.130826
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08294,0.060621,0.124124,0.125,0.019231,0.306818,0.034342
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08294,0.060621,0.499499,0.125,0.019231,0.306818,0.135732
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08294,0.060621,0.499499,0.125,0.019231,0.306818,0.135732
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08294,0.060621,0.061562,0.03125,0.019231,0.113636,0.0139
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.026972,0.123246,0.249249,0.003906,0.115385,0.068182,0.054783
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.026972,0.123246,0.374374,0.25,0.230769,0.090909,0.127555
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.006069,0.498998,0.499499,0.25,0.307692,0.136364,0.282911
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.006069,0.498998,0.499499,0.25,0.153846,0.136364,0.273917
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.006069,0.248497,0.499499,0,0.153846,0.136364,0.167621
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.006069,0.248497,0.249249,0,0.153846,0.090909,0.080131
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.312205,0.001002,0.007007,0,0.019231,0.005682,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.125421,0.029309,0.03028,0,0.019231,0.028409,0.004906
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.066082,0.014028,0.092843,0.0625,0.019231,0.034091,0.016353
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.730276,0.014028,0.02246,0,0.019231,0.005682,0.002453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.730276,0.022044,0.03028,0,0.019231,0.005682,0.004088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.393122,0.022044,0.03028,0,0.019231,0.005682,0.004088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25826,0.060621,0.061562,0,0.019231,0.005682,0.01063
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.25826,0.123246,0.124124,0,0.019231,0.005682,0.02453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.595415,0.029309,0.01464,0,0.019231,0.011364,0.002453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.595415,0.014028,0.01464,0,0.019231,0.011364,0.001635
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.595415,0.029309,0.061562,0.015625,0.019231,0.011364,0.008994
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.595415,0.029309,0.061562,0.03125,0.019231,0.011364,0.01063
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.595415,0.060621,0.061562,0,0.057692,0.034091,0.01063
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.140256,0.060621,0.061562,0.03125,0.057692,0.034091,0.013083
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.140256,0.060621,0.061562,0.03125,0.057692,0.034091,0.013083
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.109912,0.060621,0.124124,0.03125,0.019231,0.034091,0.022077
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.113284,0.060621,0.249249,0.0625,0.019231,0.034091,0.049877
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.109912,0.060621,0.249249,0.0625,0.019231,0.034091,0.049877
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.140256,0.029309,0.061562,0.007813,0.057692,0.034091,0.008994
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.005394,0.060621,0.186687,0.03125,0.019231,0.022727,0.035977
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.005394,0.060621,0.186687,0.0625,0.057692,0.028409,0.040883
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123246,0.249249,0.03125,0.115385,0.068182,0.070319
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123246,0.249249,0.125,0.115385,0.068182,0.082584
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022044,0.01464,0,0,0,0.002453
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.022044,0.03028,0,0,0,0.004088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.527984,0.022044,0.03028,0,0,0,0.004088
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.060621,0.061562,0,0.057692,0.034091,0.012265
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.060621,0.124124,0.03125,0.057692,0.034091,0.023712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.060621,0.124124,0.03125,0.019231,0.034091,0.023712
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.060621,0.249249,0.09375,0.019231,0.034091,0.054783
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.060621,0.249249,0.09375,0.019231,0.034091,0.054783
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.022252,0.248497,0.249249,0.1875,0.019231,0.056818,0.092396
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.055968,0.029309,0.124124,0,0.038462,0.034091,0.017989
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.055968,0.029309,0.124124,0.09375,0.038462,0.034091,0.025348
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.055968,0.029309,0.124124,0.09375,0.057692,0.034091,0.025348
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022252,0.060621,0.249249,0.046875,0.057692,0.090909,0.053148
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.022252,0.060621,0.249249,0.09375,0.115385,0.090909,0.059689
